web-scraper-order,web-scraper-start-url,pages,pages-href,item,item-href,prix,Location,superficie,nb pieces,nb chambres,nb salles de bains,etat ,Age,etage,Ca1,Ca2,Ca3,Ca4,Ca5,Ca6,Ca7,Ca8,Ca9,Ca10
1644873865-1981,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:17,20,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,Villa a vendre A RENOVER de 469M2,https://www.mubawab.ma/fr/a/6088542/villa-a-vendre-a-renover-de-469m2,7 400 000 DH,"Racine Extension à
				
				Casablanca","487
					m²",7 Pièces,4 Chambres,3 Salles de bains,À rénover,10-20 ans,null,Terrasse,Garage,Jardin,Chambre rangement,Salon Marocain,Salon européen,Climatisation,Antenne parabolique,Marbre,Micro-ondes
1644874000-2035,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:17,19,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:19,Vue mer moderne,https://www.mubawab.ma/fr/a/7235801/vue-mer-moderne,7 400 000 DH,"Ain Diab à
				
				Casablanca","370
					m²",7 Pièces,4 Chambres,3 Salles de bains,Bon état,5-10 ans,null,Terrasse,Garage,Piscine,Jardin,Concierge,Vue sur mer,Salon Marocain,Salon européen,Cheminée,null
1644873973-2026,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:17,19,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:19,Ville de 2625m2 Ultra moderne BONNE AFFAI...,https://www.mubawab.ma/fr/a/7164871/ville-de-2625m2-ultra-moderne-bonne-affaire,27 000 000 DH,"Californie à
				
				Casablanca","2625
					m²",14 Pièces,4 Chambres,4 Salles de bains,Nouveau,1-5 ans,null,null,null,null,null,null,null,null,null,null,null
1644873904-1998,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:17,20,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,"Appartement de 96m² en vente, Résidence L...",https://www.mubawab.ma/fr/pa/6860809/appartement-de-96m%C2%B2-en-vente-r%C3%A9sidence-les-all%C3%A9es-de-californie,1 682 000 DH,"Californie à
				
				Casablanca","96
					m²",4 Pièces,3 Chambres,2 Salles de bains,Nouveau,"2ème
					étage",null,Terrasse,Ascenseur,Climatisation,Sécurité,Voir la vidéo,TV,null,null,null,null
1644874067-2063,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:17,18,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:18,Appartement de 78m² en vente Résidence Al...,https://www.mubawab.ma/fr/pa/7157596/appartement-de-78m%C2%B2-en-vente-r%C3%A9sidence-al-amal,1 521 000 DH,"Ferme Bretonne (Hay Arraha) à
				
				Casablanca","78
					m²",3 Pièces,2 Chambres,1 Salle de bain,Nouveau,Moins d'un an,null,Marbre,Four,null,null,null,null,null,null,null,null
1644875320-2157,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,21,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:21,Particulier vend appartement neuf 74 m²ga...,https://www.mubawab.ma/fr/a/7365505/particulier-vend-appartement-neuf-74-m%C2%B2garage,1 050 000 DH,"Sidi Maarouf à
				
				Casablanca","74
					m²",3 Pièces,2 Chambres,1 Salle de bain,Nouveau,Moins d'un an,"20ème
					étage",Terrasse,Garage,Ascenseur,Jardin,Salon Marocain,Salon européen,Sécurité,Marbre,null,null
1644875184-2118,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,Ancien Immeuble a Vendre,https://www.mubawab.ma/fr/a/7137076/ancien-immeuble-a-vendre,null,"Belvédère à
				
				Casablanca","400
					m²",11 Pièces,11 Chambres,11 Salles de bains,À rénover,70-100 ans,null,null,null,null,null,null,null,null,null,null,null
1644875075-2078,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Vente Villa Jardin à CALIFORNIE,https://www.mubawab.ma/fr/a/7263791/vente-villa-jardin-%C3%A0-californie,14 500 000 DH,"Californie à
				
				Casablanca","1373
					m²",6 Pièces,4 Chambres,5 Salles de bains,Bon état,null,null,Terrasse,Garage,Jardin,Concierge,Salon Marocain,Salon européen,Cheminée,Sécurité,null,null
1644875068-2075,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Villa Contemporaine 2500m² CALIFORNIE,https://www.mubawab.ma/fr/a/7250956/villa-contemporaine-2500m%C2%B2-californie,30 000 000 DH,"Californie à
				
				Casablanca","2500
					m²",6 Pièces,6 Chambres,7 Salles de bains,Bon état,null,null,Terrasse,Garage,Piscine,Jardin,Concierge,Chambre rangement,Salon européen,Climatisation,Antenne parabolique,Cuisine équipée
1644875288-2148,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,21,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:21,Appartement à vendre à Belvédère,https://www.mubawab.ma/fr/a/7345980/appartement-%C3%A0-vendre-%C3%A0-belv%C3%A9d%C3%A8re,1 200 000 DH,"Belvédère à
				
				Casablanca","Baisse du prix
									100 000 DH",1 Pièce,2 Chambres,2 Salles de bains,Bon état,10-20 ans,"5ème
					étage",Garage,Ascenseur,Concierge,Double vitrage,null,null,null,null,null,null
1644875112-2092,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Appartement Haut Standing sur Bir Anzaran...,https://www.mubawab.ma/fr/a/7341413/appartement-haut-standing-sur-bir-anzarane,3 000 000 DH,"Maârif Extension à
				
				Casablanca","154
					m²",5 Pièces,3 Chambres,2 Salles de bains,Bon état,10-20 ans,"3ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Salon Marocain,Salon européen,Cheminée,null,null
1644875291-2149,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,21,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:21,Appartement 3CH de 109m et 12 Pkg les Pri...,https://www.mubawab.ma/fr/a/7365398/appartement-3ch-de-109m-et-12-pkg-les-princesses,2 500 000 DH,"Maârif à
				
				Casablanca","109
					m²",7 Pièces,3 Chambres,2 Salles de bains,Bon état,1-5 ans,"2ème
					étage",Garage,Ascenseur,Concierge,Climatisation,Chauffage central,Antenne parabolique,Sécurité,Marbre,null,null
1644875353-2168,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,21,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:21,Appartement au RDC de 89m² en vente Résid...,https://www.mubawab.ma/fr/pa/7203104/appartement-au-rdc-de-89m%C2%B2-en-vente-r%C3%A9sidence-diaz,1 597 000 DH,"Maârif Extension à
				
				Casablanca","89
					m²",3 Pièces,2 Chambres,1 Salle de bain,Nouveau,null,null,Ascenseur,Climatisation,Cuisine équipée,null,Voir la vidéo,null,null,null,null,null
1644875070-2076,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Vente Villa de Maître à CALIFORNIE,https://www.mubawab.ma/fr/a/7263780/vente-villa-de-ma%C3%AEtre-%C3%A0-californie,14 000 000 DH,"Californie à
				
				Casablanca","1014
					m²",7 Pièces,4 Chambres,5 Salles de bains,Bon état,5-10 ans,null,Terrasse,Garage,Piscine,Jardin,Concierge,Chambre rangement,Salon européen,Climatisation,Sécurité,Micro-ondes
1644875132-2100,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,"Appartement de 119m² en vente, Projet Eme...",https://www.mubawab.ma/fr/pa/7285199/appartement-de-119m%C2%B2-en-vente-projet-emerald-ii,null,"Californie à
				
				Casablanca","119
					m²",4 Pièces,3 Chambres,2 Salles de bains,null,null,null,Terrasse,Sécurité,Cuisine équipée,null,null,null,null,null,null,null
1644875327-2158,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,21,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:21,"Appartement de 73m², 2 Pièces, Moulay Rac...",https://www.mubawab.ma/fr/pa/6969600/appartement-de-73m%C2%B2-2-pi%C3%A8ces-moulay-rachid,550 000 DH,"Hay Moulay Rachid 1 à
				
				Casablanca","73
					m²",3 Pièces,2 Chambres,1 Salle de bain,Nouveau,null,null,Ascenseur,Four,null,null,Voir la vidéo,null,null,null,null,null
1644875177-2116,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,Superbe appartement très ensoleillé,https://www.mubawab.ma/fr/a/7287187/superbe-appartement-tr%C3%A8s-ensoleill%C3%A9,985 000 DH,"Roches Noires à
				
				Casablanca","93
					m²",3 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,"2ème
					étage",Garage,Ascenseur,Marbre,Cuisine équipée,Four,null,null,null,null,null
1644875217-2129,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,Appartement à vendre à Racine. 5 chambres...,https://www.mubawab.ma/fr/a/7269378/appartement-%C3%A0-vendre-%C3%A0-racine-5-chambres-porte-s%C3%A9curis%C3%A9e-et-chauffage-central,4 340 000 DH,"Racine à
				
				Casablanca","409
					m²",6 Pièces,5 Chambres,2 Salles de bains,Bon état,10-20 ans,"6ème
					étage",Terrasse,Garage,Ascenseur,Salon Marocain,Salon européen,Climatisation,Chauffage central,Porte blindée,null,null
1644875163-2110,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,A vendre Appt 258m2 Palmier,https://www.mubawab.ma/fr/a/6924814/a-vendre-appt-258m2-palmier,3 500 000 DH,"Palmier à
				
				Casablanca","258
					m²",6 Pièces,4 Chambres,2 Salles de bains,Bon état,10-20 ans,"3ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Salon Marocain,Salon européen,Climatisation,Marbre,null
1644875186-2119,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,Vente duplex Palmier,https://www.mubawab.ma/fr/a/7210761/vente-duplex-palmier,4 200 000 DH,"Palmier à
				
				Casablanca","320
					m²",6 Pièces,4 Chambres,3 Salles de bains,Bon état,1-5 ans,"8ème
					étage",Terrasse,Garage,Ascenseur,Jardin,Concierge,Salon Marocain,Salon européen,Climatisation,Antenne parabolique,Marbre
1644875093-2084,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Vente Villa à CIL,https://www.mubawab.ma/fr/a/7293989/vente-villa-%C3%A0-cil,8 500 000 DH,"CIL (Hay Salam) à
				
				Casablanca","520
					m²",6 Pièces,6 Chambres,4 Salles de bains,À rénover,null,null,Terrasse,Garage,Jardin,Concierge,Climatisation,Cheminée,Sécurité,Internet,null,null
1644875109-2091,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Appartement Haut Standing état neuf,https://www.mubawab.ma/fr/a/7341378/appartement-haut-standing-%C3%A9tat-neuf,2 000 000 DH,"Burger à
				
				Casablanca","117
					m²",4 Pièces,3 Chambres,2 Salles de bains,Nouveau,1-5 ans,"2ème
					étage",Garage,Ascenseur,Concierge,Salon Marocain,Salon européen,Climatisation,Chauffage central,Double vitrage,Cuisine équipée,null
1644875283-2146,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,21,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:21,Appartement à vendre,https://www.mubawab.ma/fr/a/7365381/appartement-%C3%A0-vendre,630 000 DH,"Bernoussi à
				
				Casablanca","107
					m²",6 Pièces,2 Chambres,1 Salle de bain,Bon état,"3ème
					étage",null,Terrasse,null,null,null,null,null,null,null,null,null
1644875307-2154,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,21,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:21,Prix imbattable au Quartier des Hôpitaux,https://www.mubawab.ma/fr/a/7293301/prix-imbattable-au-quartier-des-h%C3%B4pitaux,1 450 000 DH,"Les Hôpitaux à
				
				Casablanca","Baisse du prix
									100 000 DH",3 Pièces,2 Chambres,2 Salles de bains,Bon état,"4ème
					étage",null,Garage,Ascenseur,Chambre rangement,Salon européen,Marbre,null,null,null,null,null
1644875160-2109,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,Apparemment à nourcalifornie,https://www.mubawab.ma/fr/a/7365138/apparemment-%C3%A0-nourcalifornie,1 250 000 DH,"Ain Chock à
				
				Casablanca","92
					m²",2 Pièces,2 Chambres,2 Salles de bains,Bon état,10-20 ans,"4ème
					étage",Terrasse,Ascenseur,Jardin,Chambre rangement,Salon Marocain,Salon européen,Climatisation,Sécurité,null,null
1644875274-2142,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,21,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:21,Bel appartement négociable,https://www.mubawab.ma/fr/a/7365325/bel-appartement-n%C3%A9gociable,640 000 DH,"Hay Sadri à
				
				Casablanca","100
					m²",3 Pièces,3 Chambres,1 Salle de bain,Bon état,"4ème
					étage",null,null,null,null,null,null,null,null,null,null,null
1644875181-2117,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,"Appartement de 113m² en vente, Famille D'...",https://www.mubawab.ma/fr/pa/7284743/appartement-de-113m%C2%B2-en-vente-famille-d-amour,1 980 000 DH,"Bourgogne Ouest à
				
				Casablanca","113
					m²",4 Pièces,3 Chambres,2 Salles de bains,"4ème
					étage",null,null,Terrasse,Cuisine équipée,Four,null,null,null,null,null,null,null
1644875145-2104,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Appartement de 51m² en vente Résidence Di...,https://www.mubawab.ma/fr/pa/7157765/appartement-de-51m%C2%B2-en-vente-r%C3%A9sidence-diaz,986 000 DH,"Maârif Extension à
				
				Casablanca","51
					m²",2 Pièces,1 Chambre,1 Salle de bain,Nouveau,"2ème
					étage",null,Ascenseur,Climatisation,Cuisine équipée,null,Voir la vidéo,null,null,null,null,null
1644875229-2133,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,Appartement de 46m² en vente Résidence St...,https://www.mubawab.ma/fr/pa/7306031/appartement-de-46m%C2%B2-en-vente-r%C3%A9sidence-studio-31,951 000 DH,"Les Hôpitaux à
				
				Casablanca","46
					m²",2 Pièces,1 Chambre,1 Salle de bain,Nouveau,"2ème
					étage",null,Climatisation,Cuisine équipée,null,null,Voir la vidéo,null,null,null,null,null
1644875155-2107,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,Duplex sur Abdellatif Ben Kaddour,https://www.mubawab.ma/fr/a/7237664/duplex-sur-abdellatif-ben-kaddour,4 800 000 DH,"Racine à
				
				Casablanca","260
					m²",6 Pièces,3 Chambres,3 Salles de bains,Bon état,10-20 ans,"5ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Salon Marocain,Climatisation,Cheminée,null,null
1644875116-2094,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Magnifique Villa en vente à Anfa,https://www.mubawab.ma/fr/a/7257318/magnifique-villa-en-vente-%C3%A0-anfa,12 500 000 DH,"Anfa à
				
				Casablanca","525
					m²",9 Pièces,4 Chambres,3 Salles de bains,Bon état,10-20 ans,null,Terrasse,Garage,Jardin,Chambre rangement,Salon Marocain,Salon européen,Climatisation,Chauffage central,Marbre,null
1644875214-2128,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,A vendre Bel appartement calme,https://www.mubawab.ma/fr/a/7365245/a-vendre-bel-appartement-calme,1 600 000 DH,"Nassim 1 à
				
				Casablanca","94
					m²",4 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,"3ème
					étage",Garage,Ascenseur,Salon européen,Antenne parabolique,Cheminée,Sécurité,Marbre,Cuisine équipée,null,null
1644875084-2081,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Vente Grande Villa 2302m OASIS,https://www.mubawab.ma/fr/a/7251766/vente-grande-villa-2302m-oasis,30 000 000 DH,"Oasis à
				
				Casablanca","2302
					m²",6 Pièces,5 Chambres,7 Salles de bains,Bon état,null,null,Terrasse,Garage,Piscine,Jardin,Concierge,Chambre rangement,Salon Marocain,Salon européen,Double vitrage,Porte blindée
1644875336-2161,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,21,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:21,Appartement A vendre,https://www.mubawab.ma/fr/a/7365555/appartement-a-vendre,null,"Belvédère à
				
				Casablanca","96
					m²",4 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,"4ème
					étage",Garage,Ascenseur,Climatisation,Antenne parabolique,Sécurité,Porte blindée,Marbre,Cuisine équipée,null,null
1644875150-2105,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,Villa du coté du Bd Driss Slaoui,https://www.mubawab.ma/fr/a/7210443/villa-du-cot%C3%A9-du-bd-driss-slaoui,13 590 000 DH,"Racine Extension à
				
				Casablanca","755
					m²",8 Pièces,4 Chambres,5 Salles de bains,À rénover,20-30 ans,null,Terrasse,Garage,Piscine,Jardin,Marbre,null,null,null,null,null
1644875227-2132,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,22,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:22,"Appartement de 54m² en vente, Bassatine A...",https://www.mubawab.ma/fr/pa/7342243/appartement-de-54m%C2%B2-en-vente-bassatine-al-kasbat,250 000 DH,"Lissasfa à
				
				Casablanca","54
					m²",3 Pièces,2 Chambres,1 Salle de bain,null,null,null,null,null,null,null,null,null,null,null,null,null
1644875102-2088,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Appartement à 50 m des Sœurettes,https://www.mubawab.ma/fr/a/7206074/appartement-%C3%A0-50-m-des-s%C5%93urettes,2 400 000 DH,"Racine à
				
				Casablanca","126
					m²",4 Pièces,2 Chambres,2 Salles de bains,Nouveau,10-20 ans,null,Terrasse,Garage,Ascenseur,Concierge,Climatisation,Marbre,Cuisine équipée,null,null,null
1644875061-2072,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Vente Villa à CALIFORNIE,https://www.mubawab.ma/fr/a/7314340/vente-villa-%C3%A0-californie,13 500 000 DH,"Californie à
				
				Casablanca","1007
					m²",6 Pièces,5 Chambres,6 Salles de bains,Bon état,null,null,Terrasse,Garage,Piscine,Jardin,Concierge,Salon Marocain,Salon européen,Climatisation,Cuisine équipée,null
1644875346-2165,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,21,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:21,Appartement de 105m² en vente Résidence Ô...,https://www.mubawab.ma/fr/pa/6881332/appartement-de-105m%C2%B2-en-vente-r%C3%A9sidence-%C3%B4-maarif,2 014 750 DH,"Maârif à
				
				Casablanca","105
					m²",3 Pièces,2 Chambres,2 Salles de bains,Nouveau,"1er
					étage",null,Ascenseur,Climatisation,Sécurité,Cuisine équipée,Voir la vidéo,null,null,null,null,null
1644875081-2080,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Vente Villa Piscine AIN DIAB,https://www.mubawab.ma/fr/a/7251809/vente-villa-piscine-ain-diab,7 200 000 DH,"Ain Diab à
				
				Casablanca","403
					m²",6 Pièces,4 Chambres,4 Salles de bains,Bon état,null,null,Terrasse,Garage,Piscine,Jardin,Concierge,Chambre rangement,Climatisation,Chauffage central,Cuisine équipée,null
1644875114-2093,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Appartement dernier étage Oasis,https://www.mubawab.ma/fr/a/7358912/appartement-dernier-%C3%A9tage-oasis,1 900 000 DH,"Oasis à
				
				Casablanca","105
					m²",4 Pièces,3 Chambres,2 Salles de bains,Bon état,1-5 ans,"5ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Cheminée,Marbre,Cuisine équipée,null,null,null
1644875105-2089,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:20,23,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:23,Appartement dernier étage Maarif ext,https://www.mubawab.ma/fr/a/7284179/appartement-dernier-%C3%A9tage-maarif-ext,2 000 000 DH,"Maârif Extension à
				
				Casablanca","135
					m²",4 Pièces,3 Chambres,2 Salles de bains,Bon état,10-20 ans,"5ème
					étage",Garage,Ascenseur,Concierge,Parquet,Cuisine équipée,Four,null,null,null,null
